,CMIP6 Compound Name,Physical Parameter,Title,Description,Dimensions,Spatial Shape,Coordinates,Temporal Shape,Cell Methods,Cell Measures,KET comments,correct dimensions,correct cell methods,variableRootDD (if different from Phys. Param.),Region input,recommended reporting grid,Region,Review Requested,dimensions for determining branding suffix,cell_methods for determining branding suffix,variableRootDD,branded variable name
944,Omon.pp,pp,Primary Carbon Production by Phytoplankton,total primary (organic carbon) production by phytoplankton,"longitude, latitude, olevel, time",Global ocean field on model levels,,time-intv,area: mean where sea time: mean,area: areacello volume: volcello,,,,,,ocean,glb,,"longitude, latitude, olevel, time",area: mean where sea time: mean,pp,pp_tavg-l-hxy-sea
945,Omon.ppos,ppos,Primary Carbon Production by Phytoplankton,total primary (organic carbon) production by phytoplankton,"longitude, latitude, time, depth0m",Global field (single level),depth0m,time-intv,area: mean where sea time: mean,area: areacello,"""os"" indicated by suffix and recorded in dimension","longitude, latitude, time, depth0m",,pp,,ocean,glb,,"longitude, latitude, time, depth0m",area: mean where sea time: mean,pp,pp_tavg-z0m-hxy-sea
946,3hr.pr,pr,Precipitation,at surface; includes both liquid and solid phases.  This is the 3-hour mean precipitation flux.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr,pr_tavg-u-hxy-u
947,6hrPlev.pr,pr,Precipitation,includes both liquid and solid phases,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr,pr_tavg-u-hxy-u
948,6hrPlevPt.pr,pr,surface precipitation,Total precipitation rate at the surface,"longitude, latitude, time1",Global field (single level),,time-point,area: mean time: point,area: areacella,Is this really needed given that 6hrPlev.pr is requested?  Many models have very erradic precipitation from one time-step to the next.,,,,,atmosphere,glb,,"longitude, latitude, time1",area: mean time: point,pr,pr_tpt-u-hxy-u
949,Amon.pr,pr,Precipitation,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr,pr_tavg-u-hxy-u
950,CF3hr.pr,pr,Precipitation,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),"longitude, latitude, time1",Global field (single level),,time-point,area: mean time: point,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time1",area: mean time: point,pr,pr_tpt-u-hxy-u
951,CFsubhr.pr,pr,Precipitation,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),"site, time1",Site (specific locations requested by CFMIP),,time-point,area: point time: point,,,,,,,none,glb,,"site, time1",area: point time: point,pr,pr_tpt-u-hxys-u
952,day.pr,pr,Precipitation,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr,pr_tavg-u-hxy-u
953,E1hr.pr,pr,Precipitation,Total precipitation flux,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr,pr_tavg-u-hxy-u
954,Emon.pr17O,pr17O,Precipitation Flux of Water Containing Oxygen-17 (H2 17O),"Precipitation mass flux of water molecules that contain the oxygen-17 isotope (H2 17O), including solid and liquid phases.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr17O,pr17O_tavg-u-hxy-u
955,Emon.pr18O,pr18O,Precipitation Flux of Water Containing Oxygen-18 (H2 18O),"Precipitation mass flux of water molecules that contain the oxygen-18 isotope (H2 18O), including solid and liquid phases.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr18O,pr18O_tavg-u-hxy-u
956,Emon.pr2h,pr2h,Precipitation Flux of Water Containing Deuterium (1H 2H O),"Precipitation mass flux of water molecules that contain one atom of the hydrogen-2 isotope (1H 2H O), including solid and liquid phases.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,pr2h,pr2h_tavg-u-hxy-u
957,Amon.prc,prc,Convective Precipitation,at surface; includes both liquid and solid phases.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prc,prc_tavg-u-hxy-u
958,CFsubhr.prc,prc,Convective Precipitation,at surface; includes both liquid and solid phases.,"site, time1",Site (specific locations requested by CFMIP),,time-point,area: point time: point,,,,,,,none,glb,,"site, time1",area: point time: point,prc,prc_tpt-u-hxys-u
959,day.prc,prc,Convective Precipitation,at surface; includes both liquid and solid phases.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prc,prc_tavg-u-hxy-u
960,Eday.prCrop,prCrop,Precipitation over Crop Tile,includes both liquid and solid phases,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean where crops (comment: mask=cropFrac),area: areacella,,,area: time: mean where crops,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where crops,prCrop,prCrop_tavg-u-hxy-crp
961,6hrPlev.prhmax,prhmax,Maximum Hourly Precipitation Rate,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.","longitude, latitude, time",Global field (single level),,time-intv,area: mean time: maximum,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean time: maximum,prhmax,prhmax_tstat-u-hxy-u
962,Eday.prhmax,prhmax,Maximum Hourly Precipitation Rate,Daily Maximum Hourly Precipitation Rate,"longitude, latitude, time",Global field (single level),,time-intv,area: mean time: maximum,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean time: maximum,prhmax,prhmax_tstat-u-hxy-u
963,Emon.prhmax,prhmax,Maximum Hourly Precipitation Rate,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.","longitude, latitude, time",Global field (single level),,time-intv,area: mean time: maximum,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean time: maximum,prhmax,prhmax_tstat-u-hxy-u
964,6hrPlev.prra,prra,Rainfall Flux,Precipitation rate at surface: Includes precipitation of all forms of water in the liquid phase,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prra,prra_tavg-u-hxy-u
965,Amon.prra,prra,Rainfall Flux,Rainfall rate at surface: Includes precipitation of all forms of water in the liquid phase,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prra,prra_tavg-u-hxy-u
966,Eday.prra,prra,Rainfall Flux over Land,rainfall_flux,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,prra,prra_tavg-u-hxy-lnd
967,ImonAnt.prra,prra,Rainfall Flux over Land Ice,over Land Ice//quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"xant, yant, time",Polar stereographic grid (Antarctic),,time-intv,area: time: mean where ice_sheet,area: areacellg,"see *** comment below spreadsheet.  Can eliminate because will be identical to orogIs, which is renamed orog","longitude, latitude, time",,,,ice sheet,ant,,"longitude, latitude, time",area: time: mean where ice_sheet,prra,prra_tavg-u-hxy-is
968,ImonGre.prra,prra,Rainfall Flux over Land Ice,over Land Ice//quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"xgre, ygre, time",Polar stereographic grid (Greenland),,time-intv,area: time: mean where ice_sheet,area: areacellg,"see *** comment below spreadsheet.  Can eliminate because will be identical to orogIs, which is renamed orog","longitude, latitude, time",,,,ice sheet,gre,,"longitude, latitude, time",area: time: mean where ice_sheet,prra,prra_tavg-u-hxy-is
969,LImon.prraIs,prraIs,Ice Sheet Rainfall Rate,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean where ice_sheet,area: areacella,"root name should not include ""Is"" because that's included in the branding suffix. ",,,prra,,ice sheet,glb,,"longitude, latitude, time",area: time: mean where ice_sheet,prra,prra_tavg-u-hxy-is
970,Eday.prrsn,prrsn,Fraction of Rainfall on Snow,mass_fraction_of_rainfall_onto_snow,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,prrsn,prrsn_tavg-u-hxy-lnd
971,3hr.prsn,prsn,Snowfall Flux,at surface.  Includes precipitation of all forms water in the solid phase.  This is the 3-hour mean snowfall flux.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prsn,prsn_tavg-u-hxy-u
972,6hrPlev.prsn,prsn,Snowfall Rate,Precipitation rate at surface: Includes precipitation of all forms of water in the solid phase.,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prsn,prsn_tavg-u-hxy-u
973,Amon.prsn,prsn,Snowfall Flux,at surface; includes precipitation of all forms of water in the solid phase,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prsn,prsn_tavg-u-hxy-u
974,CFsubhr.prsn,prsn,Snowfall Flux,at surface; includes precipitation of all forms of water in the solid phase,"site, time1",Site (specific locations requested by CFMIP),,time-point,area: point time: point,,,,,,,none,glb,,"site, time1",area: point time: point,prsn,prsn_tpt-u-hxys-u
975,day.prsn,prsn,Snowfall Flux,at surface; includes precipitation of all forms of water in the solid phase,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prsn,prsn_tavg-u-hxy-u
976,ImonAnt.prsn,prsn,Snowfall Flux,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"xant, yant, time",Polar stereographic grid (Antarctic),,time-intv,area: time: mean where ice_sheet,area: areacellg,see *** comment below spreadsheet.,"longitude, latitude, time",,,,ice sheet,ant,,"longitude, latitude, time",area: time: mean where ice_sheet,prsn,prsn_tavg-u-hxy-is
977,ImonGre.prsn,prsn,Snowfall Flux,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"xgre, ygre, time",Polar stereographic grid (Greenland),,time-intv,area: time: mean where ice_sheet,area: areacellg,"see *** comment below all listed variables.  When corrrected, this duplicates variable above and will not appear separately.","longitude, latitude, time",,,,ice sheet,gre,,"longitude, latitude, time",area: time: mean where ice_sheet,prsn,prsn_tavg-u-hxy-is
978,Emon.prsn18O,prsn18O,Precipitation Flux of Snow and Ice Containing Oxygen-18 (H2 18O),"Precipitation mass flux of water molecules that contain the oxygen-18 isotope (H2 18O), including solid phase only.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prsn18O,prsn18O_tavg-u-hxy-u
979,Emon.prsn2h,prsn2h,Precipitation Flux of Snow and Ice Containing Deuterium (1H 2H O),"Precipitation mass flux of water molecules that contain one atom of the hydrogen-2 isotope (1H 2H O), including solid phase only.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean,prsn2h,prsn2h_tavg-u-hxy-u
980,Eday.prsnc,prsnc,Convective Snowfall Flux,convective_snowfall_flux,"longitude, latitude, time",Global field (single level),,time-intv,area: mean where land time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: mean where land time: mean,prsnc,prsnc_tavg-u-hxy-lnd
